restaurant_name,location,cuisines,cost_for_two,rating,cuisine_tags,quality_score
Cafe Coffee Day,Whitefield,Cafe,,,Cafe,1
Biggies Burger 'n' More,Whitefield,"Cafe, Burger, Fast Food",,,"Cafe,Burger,Fast Food",1
The Waverly Express,Whitefield,Cafe,,,Cafe,1
Tata Cha,Whitefield,"Cafe, Tea, North Indian",,,"Cafe,Tea,North Indian",1
Cuppa,Whitefield,"Fast Food, Street Food, Beverages",,,"Fast Food,Street Food,Beverages",1
Beaten Coffee,Whitefield,"Chinese, Cafe",,,"Chinese,Cafe",1
The Coffee Bean & Tea Leaf,Whitefield,"Cafe, Coffee",,,"Cafe,Coffee",1
Potful,Whitefield,"Biryani, Kebab, Rolls, Mughlai",,,"Biryani,Kebab,Rolls,Mughlai",1
Shanmukha,Whitefield,"Biryani, Andhra, North Indian, Chinese",,,"Biryani,Andhra,North Indian,Chinese",1
Al-Bek,Whitefield,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",,,"Biryani,North Indian,Charcoal Chicken,Chinese,Seafood,Rolls",1
Burger King,Whitefield,"Burger, Fast Food, Beverages",,,"Burger,Fast Food,Beverages",1
Imperio Restaurant,Whitefield,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",,,"North Indian,Arabian,Mughlai,Biryani,Seafood,Beverages",1
Kitchens@Mahadevpura,Whitefield,"Italian, North Indian, South Indian, Chinese",,,"Italian,North Indian,South Indian,Chinese",1
Friend's Own,Whitefield,"North Indian, Bengali, Chinese",,,"North Indian,Bengali,Chinese",1
Juice Berg,Whitefield,"Bakery, Desserts",,,"Bakery,Desserts",1
Corner House Ice Cream,Whitefield,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
The Good Bowl,Whitefield,"Italian, North Indian, Biryani",,,"Italian,North Indian,Biryani",1
Sri Sai Palace,Whitefield,"South Indian, North Indian, Chinese, Fast Food",,,"South Indian,North Indian,Chinese,Fast Food",1
Rivayat,Whitefield,"North Indian, Mughlai",,,"North Indian,Mughlai",1
Kanti Sweets,Whitefield,"Mithai, Street Food",,,"Mithai,Street Food",1
Woodfire Biryani,Whitefield,"North Indian, South Indian, Biryani",,,"North Indian,South Indian,Biryani",1
Vijayas Biryani Palace,Whitefield,"Biryani, Chinese, South Indian, North Indian",,,"Biryani,Chinese,South Indian,North Indian",1
Sri Udupi Park,Whitefield,"South Indian, North Indian, Chinese, Beverages",,,"South Indian,North Indian,Chinese,Beverages",1
KFC,Whitefield,"Burger, Fast Food",,,"Burger,Fast Food",1
Abhiruchi Restaurant,Whitefield,"Biryani, Andhra, North Indian, Chinese",,,"Biryani,Andhra,North Indian,Chinese",1
Biryani House,Whitefield,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Faasos,Whitefield,"North Indian, Biryani, Fast Food",,,"North Indian,Biryani,Fast Food",1
Ovenstory Pizza,Whitefield,Pizza,,,Pizza,1
MRA,Whitefield,Bakery,,,Bakery,1
Basmati's Briyani Nation,Whitefield,"South Indian, Biryani",,,"South Indian,Biryani",1
Andhra Ruchi's Restaurant,Whitefield,"Andhra, North Indian, Biryani",,,"Andhra,North Indian,Biryani",1
Udupi Cafe,Whitefield,"South Indian, North Indian, Chinese, Street Food",,,"South Indian,North Indian,Chinese,Street Food",1
Mojo Pizza - 2X Toppings,Whitefield,Pizza,,,Pizza,1
Juice Shop,Whitefield,"Juices, Beverages, Ice Cream",,,"Juices,Beverages,Ice Cream",1
Firangi Bake,Whitefield,"Mexican, Italian",,,"Mexican,Italian",1
Chandrika Tiffins,Whitefield,"North Indian, Street Food",,,"North Indian,Street Food",1
Food Singh,Whitefield,North Indian,,,North Indian,1
Samosa Singh,Whitefield,"North Indian, Mithai",,,"North Indian,Mithai",1
KBC - Kebab Biryani Curry,Kr Puram,"North Indian, Chinese, Kebab, Biryani",,,"North Indian,Chinese,Kebab,Biryani",1
Lenny's- Burgers and more,Whitefield,"Fast Food, Burger, Beverages, Rolls, Sandwich",,,"Fast Food,Burger,Beverages,Rolls,Sandwich",1
Arogya Thaana,Whitefield,"Beverages, Sandwich",,,"Beverages,Sandwich",1
Mani's Dum Biryani,Whitefield,"Biryani, Andhra",,,"Biryani,Andhra",1
Subway,"Itpl Main Road, Whitefield","Healthy Food, Sandwich, Salad",,,"Healthy Food,Sandwich,Salad",1
Cupcake Bliss,East Bangalore,Bakery,,,Bakery,1
Lassi Shop,Whitefield,"Beverages, Ice Cream",,,"Beverages,Ice Cream",1
Sweet Truth,Whitefield,"Bakery, Desserts",,,"Bakery,Desserts",1
Red Rhino,Whitefield,"Continental, Mediterranean, South Indian, North Indian, Asian",,,"Continental,Mediterranean,South Indian,North Indian,Asian",1
One For The Road,Whitefield,"Continental, North Indian, Finger Food",,,"Continental,North Indian,Finger Food",1
Chili's American Grill & Bar,Whitefield,"American, Tex-Mex, Burger, Bbq, Mexican",,,"American,Tex-Mex,Burger,Bbq,Mexican",1
Krispy Kreme,Whitefield,"Desserts, Beverages",,,"Desserts,Beverages",1
True South,Whitefield,Fast Food,,,Fast Food,1
Kababji Cafe,Whitefield,"Biryani, Rolls, Middle Eastern, Arabian",,,"Biryani,Rolls,Middle Eastern,Arabian",1
Lassi Corner,Whitefield,"Beverages, Desserts",,,"Beverages,Desserts",1
Kolkata Biryani Center,Whitefield,Biryani,,,Biryani,1
Nasi And Mee,Whitefield,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",,,"Malaysian,Thai,Singaporean,Asian,Chinese,Momos",1
Biryani Express,Whitefield,"Biryani, North Indian",,,"Biryani,North Indian",1
Lenny's Burgers,Whitefield,"Burger, Fast Food",,,"Burger,Fast Food",1
Keventers,Whitefield,"Beverages, Desserts, Ice Cream",,,"Beverages,Desserts,Ice Cream",1
Reddy's Restaurant,Whitefield,"Andhra, Biryani, North Indian",,,"Andhra,Biryani,North Indian",1
Bottle Genie,"Varthur Main Road, Whitefield",Beverages,,,Beverages,1
Petuk,Whitefield,"Bengali, North Indian, Chinese, Biryani",,,"Bengali,North Indian,Chinese,Biryani",1
Andal Mess,Whitefield,"South Indian, North Indian",,,"South Indian,North Indian",1
Little Onnion,"Itpl Main Road, Whitefield","Biryani, Andhra",,,"Biryani,Andhra",1
Rayalaseema Foods,Whitefield,"Andhra, Hyderabadi, Biryani",,,"Andhra,Hyderabadi,Biryani",1
Hotel Uttam Sagar,Whitefield,North Indian,,,North Indian,1
Domino's Pizza,"Itpl Main Road, Whitefield","Pizza, Fast Food",,,"Pizza,Fast Food",1
Punjab Bistro,Whitefield,North Indian,,,North Indian,1
Hottey Smokey,Whitefield,"Asian, Salad, Italian",,,"Asian,Salad,Italian",1
Urban Grills Restaurant,Whitefield,"Arabian, North Indian, Biryani",,,"Arabian,North Indian,Biryani",1
Smoodies,Whitefield,"Beverages, Healthy Food",,,"Beverages,Healthy Food",1
Online Cake and Flower.com,Whitefield,"Bakery, Desserts",,,"Bakery,Desserts",1
Aryan's Kitchen,Whitefield,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Shizusan Shophouse & Bar,Whitefield,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",,,"Asian,Japanese,Vietnamese,Korean,Chinese,Thai",1
The Duke Of Juices,Whitefield,Beverages,,,Beverages,1
Thanco's Natural Ice Cream,Whitefield,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
House Of Candy,Whitefield,Desserts,,,Desserts,1
Whitefield Social,Whitefield,"American, North Indian, Chinese, Finger Food, Momos",,,"American,North Indian,Chinese,Finger Food,Momos",1
Premium Bombay Kulfi,Whitefield,Ice Cream,,,Ice Cream,1
Grilliez,Whitefield,"Continental, Bbq, Beverages",,,"Continental,Bbq,Beverages",1
Hotel Sai Renaissance,Whitefield,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Maziga,Whitefield,Modern Indian,,,Modern Indian,1
NISO Chinese Restaurant,Kr Puram,"Chinese, Momos",,,"Chinese,Momos",1
The Wok Shop,Whitefield,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",,,"Asian,Chinese,Momos,Fast Food,Indonesian,Korean",1
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Whitefield,Continental,,,Continental,1
The Whitefield Arms Pub & Microbrewery,Whitefield,"British, Continental, Bbq",,,"British,Continental,Bbq",1
Grill Point,Whitefield,"North Indian, Mughlai, Chinese",,,"North Indian,Mughlai,Chinese",1
Baskin Robbins,Whitefield,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
"Vindwashini Bakers, Cake and Florist",Whitefield,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Hotel Manu Residency,Whitefield,"Andhra, North Indian, Chinese, Biryani",,,"Andhra,North Indian,Chinese,Biryani",1
Mr. Cane,Whitefield,Beverages,,,Beverages,1
Hotel Triloka,Whitefield,North Indian,,,North Indian,1
The Beer Cafe,Whitefield,"Finger Food, North Indian, Chinese, Italian",,,"Finger Food,North Indian,Chinese,Italian",1
ASIA SEVEN,Whitefield,Chinese,,,Chinese,1
Curries and Pickles,Whitefield,"Andhra, North Indian, Biryani",,,"Andhra,North Indian,Biryani",1
Harry's Bar + Cafe,Whitefield,"Asian, American, Mexican",,,"Asian,American,Mexican",1
New Royal Treat,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Angaar Biriyani,Whitefield,"Biryani, Chinese, Fast Food",,,"Biryani,Chinese,Fast Food",1
Purani Dehli,Whitefield,"North Indian, Street Food",,,"North Indian,Street Food",1
Foodhall,Whitefield,"Fast Food, Salad, Desserts",,,"Fast Food,Salad,Desserts",1
Just Bake,Whitefield,Bakery,,,Bakery,1
Haagen Dazs,Whitefield,"Desserts, Ice Cream",,,"Desserts,Ice Cream",1
Lemon Krust,Whitefield,"Bakery, Fast Food",,,"Bakery,Fast Food",1
Kabab Mandra,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Chinese Street,Whitefield,Chinese,,,Chinese,1
Curries And Pickles,Whitefield,"Andhra, North Indian, Biryani",,,"Andhra,North Indian,Biryani",1
Drunken Monkey,Whitefield,"Beverages, Fast Food",,,"Beverages,Fast Food",1
Dilli Galli,Whitefield,North Indian,,,North Indian,1
The Punjabi Park,Whitefield,North Indian,,,North Indian,1
Brilram's Balaji Bhavan,Whitefield,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
The Chefs Specials,Whitefield,"North Indian, Chinese, Mughlai",,,"North Indian,Chinese,Mughlai",1
BelgYum,Whitefield,Desserts,,,Desserts,1
Krutunga Restaurant,Whitefield,"Andhra, Chinese, North Indian, Biryani, Beverages",,,"Andhra,Chinese,North Indian,Biryani,Beverages",1
Lulu's Bakery & Fast Food,Kr Puram,"North Indian, Chinese, Street Food",,,"North Indian,Chinese,Street Food",1
Smoke - The Sizzler House,Whitefield,"Continental, North Indian, Chinese, Bbq",,,"Continental,North Indian,Chinese,Bbq",1
Bakery 24x7,Whitefield,Desserts,,,Desserts,1
The Kim Chi Chef,Whitefield,"Chinese, Thai, Momos",,,"Chinese,Thai,Momos",1
Taishty,Whitefield,North Indian,,,North Indian,1
Biting Junction,Whitefield,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",,,"Chinese,North Indian,Rajasthani,Gujarati,Fast Food,Afghan",1
Burgundy - Royal Orchid Suites,Whitefield,North Indian,,,North Indian,1
The Taste Players,Whitefield,"North Indian, Chinese, Mughlai, Biryani",,,"North Indian,Chinese,Mughlai,Biryani",1
Prathika Annapurna Grand,Kr Puram,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Arusuvai D' Kitchen,Kr Puram,"South Indian, Biryani, Chettinad, Juices",,,"South Indian,Biryani,Chettinad,Juices",1
Kamat Yatrinivas,Whitefield,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
The Combo House,Marathahalli,"Fast Food, North Indian, Chinese, Biryani",,,"Fast Food,North Indian,Chinese,Biryani",1
Spicy Andhra,Whitefield,"Andhra, Chinese, North Indian",,,"Andhra,Chinese,North Indian",1
Dande Hyderabad Biryani,Whitefield,"Biryani, Andhra, North Indian",,,"Biryani,Andhra,North Indian",1
Rolls On Wheels,Whitefield,"Fast Food, Rolls, Momos",,,"Fast Food,Rolls,Momos",1
Dhruva's Munch & Sip,Kr Puram,"Fast Food, Chinese",,,"Fast Food,Chinese",1
Lucky Singh & Co,Whitefield,"Fast Food, North Indian, Rolls",,,"Fast Food,North Indian,Rolls",1
SV Restaurant,Whitefield,"Andhra, North Indian, Chinese, Biryani",,,"Andhra,North Indian,Chinese,Biryani",1
Nisarga Restaurant,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Dhadoom,Whitefield,"Italian, Mexican, Burger, Fast Food",,,"Italian,Mexican,Burger,Fast Food",1
Delhi Mahal,Whitefield,"North Indian, Mughlai, Chinese",,,"North Indian,Mughlai,Chinese",1
Metrolicious,Whitefield,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Noodle Bar,Whitefield,"Chinese, Momos",,,"Chinese,Momos",1
Picnik,Whitefield,"North Indian, Street Food, Beverages",,,"North Indian,Street Food,Beverages",1
Calvin's,Whitefield,Desserts,,,Desserts,1
Maggie Point,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Punjab Junction,Whitefield,North Indian,,,North Indian,1
PIZZMO,Whitefield,"Pizza, Momos",,,"Pizza,Momos",1
Jubli Biryani,Whitefield,"Biryani, Chinese",,,"Biryani,Chinese",1
Swadishta,Whitefield,"South Indian, Chinese, North Indian",,,"South Indian,Chinese,North Indian",1
Wang Fu Kitchen,Whitefield,Chinese,,,Chinese,1
Sri Lakshmi Hotel,Whitefield,"Chinese, South Indian",,,"Chinese,South Indian",1
Nandhini Deluxe,Whitefield,North Indian,,,North Indian,1
Punjabi Park,Whitefield,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Copper Chimney,Whitefield,"North Indian, Biryani",,,"North Indian,Biryani",1
FreshEats,East Bangalore,"Continental, North Indian, Thai",,,"Continental,North Indian,Thai",1
Nieghbourhood Cafe,Whitefield,"Pizza, Italian, Chinese, North Indian",,,"Pizza,Italian,Chinese,North Indian",1
Captain Egg,Whitefield,Fast Food,,,Fast Food,1
Snack Itt,Whitefield,Bakery,,,Bakery,1
Golden Fork,Whitefield,"South Indian, Chinese, North Indian",,,"South Indian,Chinese,North Indian",1
Cluckees,Whitefield,Fast Food,,,Fast Food,1
Manbhavan Premium Thali Restaurant,Whitefield,"Hyderabadi, Gujarati, Maharashtrian",,,"Hyderabadi,Gujarati,Maharashtrian",1
Star Restaurant,Whitefield,"South Indian, North Indian, Chinese",,,"South Indian,North Indian,Chinese",1
Taste Buddies,Whitefield,"North Indian, Fast Food",,,"North Indian,Fast Food",1
New Suruchi Hotel,Whitefield,"Bengali, North Indian",,,"Bengali,North Indian",1
Orbis Market Kitchen,Whitefield,Arabian,,,Arabian,1
Elaichi,Whitefield,"North Indian, Bengali, Oriya",,,"North Indian,Bengali,Oriya",1
Taas Foods,Whitefield,"Chinese, Fast Food, North Indian",,,"Chinese,Fast Food,North Indian",1
MK Dabbawala,Whitefield,North Indian,,,North Indian,1
Rara Avis,Whitefield,"Kerala, Seafood, Biryani, Desserts",,,"Kerala,Seafood,Biryani,Desserts",1
Eat Eroo - Bombay Vada Pav,Whitefield,"Street Food, Maharashtrian",,,"Street Food,Maharashtrian",1
Hotel Greens,Whitefield,"Biryani, Chinese, North Indian, South Indian",,,"Biryani,Chinese,North Indian,South Indian",1
The Lighthouse Cafe,Whitefield,"American, Italian",,,"American,Italian",1
Mubeena Shariff Chocolatier,Whitefield,Desserts,,,Desserts,1
Mast Kalandar,Whitefield,North Indian,,,North Indian,1
Ammi's Biryani,Whitefield,"Biryani, North Indian",,,"Biryani,North Indian",1
Tadka Punjabi Restaurant,Whitefield,North Indian,,,North Indian,1
Halftime,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
RICE BAR,Whitefield,"North Indian, Biryani",,,"North Indian,Biryani",1
La Fabrique de Tartes,Whitefield,French,,,French,1
New Kolkata Style Famous Roll,Whitefield,"North Indian, Rolls",,,"North Indian,Rolls",1
Nidhish Upahar,Whitefield,South Indian,,,South Indian,1
Snacks Centre,Whitefield,"Fast Food, North Indian",,,"Fast Food,North Indian",1
Taste of Coastal,Whitefield,"South Indian, North Indian",,,"South Indian,North Indian",1
YummTumm,Whitefield,Bakery,,,Bakery,1
Cane Hut,Whitefield,"Beverages, Juices, Street Food",,,"Beverages,Juices,Street Food",1
Ruchir Restaurant,Whitefield,North Indian,,,North Indian,1
ARB Restaurant,Whitefield,"Chinese, North Indian",,,"Chinese,North Indian",1
Chef Cornor,Whitefield,"North Indian, South Indian, Chinese",,,"North Indian,South Indian,Chinese",1
Cake Point,Whitefield,"Bakery, Desserts",,,"Bakery,Desserts",1
ChowChow Pandas,East Bangalore,"Bakery, Desserts",,,"Bakery,Desserts",1
Mr.Boiler,Whitefield,"Ice Cream, Juices, Fast Food",,,"Ice Cream,Juices,Fast Food",1
Zesty Tasty,Whitefield,Fast Food,,,Fast Food,1
Krishu Juice Centre,Whitefield,"Beverages, Juices",,,"Beverages,Juices",1
Sheetals Home Food,Whitefield,"South Indian, North Indian",,,"South Indian,North Indian",1
On The Go,Whitefield,"North Indian, Mughlai, Chinese",,,"North Indian,Mughlai,Chinese",1
New Andhra Chimney,Whitefield,"Andhra, North Indian, Biryani",,,"Andhra,North Indian,Biryani",1
Sri Guru Nalapaka Restaurant,Whitefield,"North Indian, South Indian, Chinese, Street Food",,,"North Indian,South Indian,Chinese,Street Food",1
The Village Restaurant,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Biryani Bowl,Whitefield,"Biryani, Andhra",,,"Biryani,Andhra",1
Biriyani House,Whitefield,"Andhra, Biryani",,,"Andhra,Biryani",1
The Eatery Cafe & Restaurant,Whitefield,"Continental, Italian",,,"Continental,Italian",1
Hotel Nisarga Restaurant,Whitefield,"Chinese, North Indian",,,"Chinese,North Indian",1
Golden Food Palace,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Five Star Chicken,Whitefield,Fast Food,,,Fast Food,1
PMR Restaurant,Whitefield,North Indian,,,North Indian,1
Siddharth Restaurant,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Delhi Belli,Whitefield,North Indian,,,North Indian,1
Clean Eats,Whitefield,Healthy Food,,,Healthy Food,1
Hangout Junction,Whitefield,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
Swad Rajasthani Bhojanalaya,Whitefield,"North Indian, Fast Food",,,"North Indian,Fast Food",1
Food Xpress,Whitefield,"North Indian, South Indian, Biryani, Chinese",,,"North Indian,South Indian,Biryani,Chinese",1
Arzak,Whitefield,"Arabian, Middle Eastern, Rolls, Seafood, Bbq",,,"Arabian,Middle Eastern,Rolls,Seafood,Bbq",1
Best,Whitefield,"Fast Food, Chinese, Street Food",,,"Fast Food,Chinese,Street Food",1
Whooppeezz,Whitefield,Pizza,,,Pizza,1
Neerav Chinese Cuisine,Whitefield,Chinese,,,Chinese,1
LG Park Restaurant,Whitefield,"North Indian, South Indian",,,"North Indian,South Indian",1
La Mirch,Whitefield,"North Indian, Kashmiri",,,"North Indian,Kashmiri",1
Tarama Bengali Food,Whitefield,Bengali,,,Bengali,1
@99,Whitefield,"Mughlai, Biryani, Chinese, North Indian",,,"Mughlai,Biryani,Chinese,North Indian",1
Hunger Genie,Whitefield,"North Indian, Chinese, Biryani",,,"North Indian,Chinese,Biryani",1
Punjabi Tadka,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Sweet Tooth - Do you have one?,Whitefield,"Bakery, Desserts",,,"Bakery,Desserts",1
Tiwari's Cafe,Whitefield,"Street Food, Desserts",,,"Street Food,Desserts",1
Sweet Nothings Couture Cupcakes,Whitefield,"Desserts, Bakery",,,"Desserts,Bakery",1
Ande Ka Funda,Whitefield,"North Indian, Chinese, Rolls",,,"North Indian,Chinese,Rolls",1
Orchard Fresh,Whitefield,"Ice Cream, Desserts",,,"Ice Cream,Desserts",1
Punjabi By Flavour,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Golden Paradise,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Andhra Spice,Whitefield,"Andhra, Chinese",,,"Andhra,Chinese",1
Yummy Beeriyaniz,Whitefield,"Andhra, Hyderabadi, Chinese",,,"Andhra,Hyderabadi,Chinese",1
Joy Star Restaurant,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Sri Rajarajeswari Andhra Mess,Whitefield,"South Indian, Andhra",,,"South Indian,Andhra",1
Shiv Shakthi Hotel,Whitefield,"South Indian, Chinese, North Indian",,,"South Indian,Chinese,North Indian",1
Umami & Beyond,Whitefield,"American, Thai, Healthy Food",,,"American,Thai,Healthy Food",1
Innate,Whitefield,Beverages,,,Beverages,1
Foodies Hut,Whitefield,North Indian,,,North Indian,1
The Parrot House,Whitefield,"North Indian, Sandwich, Beverages",,,"North Indian,Sandwich,Beverages",1
Win's Restaurant,Whitefield,"South Indian, Chinese, Seafood",,,"South Indian,Chinese,Seafood",1
The Pastry Inn,Whitefield,"Desserts, Bakery",,,"Desserts,Bakery",1
Biryani Treats,Whitefield,Biryani,,,Biryani,1
New Taj Darbar,Whitefield,"South Indian, Chinese, North Indian",,,"South Indian,Chinese,North Indian",1
Dakshin Family Resturant,Whitefield,"South Indian, Hyderabadi, Chettinad",,,"South Indian,Hyderabadi,Chettinad",1
Rawat Food Paradise,Whitefield,"North Indian, Chinese",,,"North Indian,Chinese",1
Odia Oota - A Class Of It's Own Flavors,Whitefield,"Bengali, Oriya, South Indian",,,"Bengali,Oriya,South Indian",1
Homemade Chocolates,Whitefield,Desserts,,,Desserts,1
Mayuri Delux Restaurant,Whitefield,"Andhra, North Indian, Chinese",,,"Andhra,North Indian,Chinese",1
Punjabi Chulha,Whitefield,North Indian,,,North Indian,1
Amrutha Hotel,Whitefield,"Andhra, North Indian",,,"Andhra,North Indian",1
Ghar ka Khana,Whitefield,North Indian,,,North Indian,1
Cheezy Subs & Sandwiches,Whitefield,"Fast Food, Sandwich",,,"Fast Food,Sandwich",1
Night Punjabi Folk,Whitefield,"Continental, North Indian, Chinese",,,"Continental,North Indian,Chinese",1
Homemadefoodlovers,Whitefield,"Bengali, North Indian",,,"Bengali,North Indian",1
Vikky's Rasoi,Whitefield,North Indian,,,North Indian,1
Daily Special,Whitefield,"North Indian, South Indian",,,"North Indian,South Indian",1
Amma Mess,Whitefield,Kerala,,,Kerala,1
La Mensa,Whitefield,"North Indian, Chinese, South Indian",,,"North Indian,Chinese,South Indian",1
